Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
08/12/2019 12:00:00 AM,Complete,Special Event,Community,,Cultural Health and Wellness Festival,S19AU438,08/25/2019 12:00:00 AM,08/25/2019 12:00:00 AM,Othello Park,Columbia City,2,South,POCAAN,450
08/09/2019 12:00:00 AM,Complete,Special Event,Commercial,,Amazon Presents: Concert at Pike Place Market,S19AU434,08/25/2019 12:00:00 AM,08/25/2019 12:00:00 AM,,Downtown,7,West,Amazon,9556
09/07/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Marathon 5K/10K and Kids Fun Run,S19AU020,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Seward Park,Seward Park,2,South,Seattle Marathon Association,900
04/04/2019 12:00:00 AM,Complete,Special Event,Athletic,Other,A/E/C Charity Kickball Tournament,S19AU240,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Woodland Park,Greenwood / Phinney Ridge,6,North,CollinsWoerman,240
07/01/2019 12:00:00 AM,Complete,Special Event,Community,,Loyal Heights Community Center Tasty Tunes,S19AU383,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Loyal Heights Community Center,Sunset Hill / Loyal Heights,6,North,Seattle Parks and Recreation and Associated Recreation Council,520
08/20/2019 12:00:00 AM,Complete,Special Event,Community,,Summer SMASH - Charity Concert at Seward Park,S19AU451,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Seward Park,Seward Park,2,South,SMASH,225
04/17/2019 12:00:00 AM,Cancelled,Special Event,Community,,West Seattle Car Show,S19AU271,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,720
01/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,Belltown Crush,S19AU128,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,Bell Street Park,"Belltown, Cascade / Eastlake / South Lake Union",7,West,Plymouth Housing,930
05/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,Immunoversary Party,S19AU328,08/24/2019 12:00:00 AM,08/24/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Seattle Children's Research Institute,250
04/03/2019 12:00:00 AM,Complete,Special Event,Community,,Seattle Design Festival Block Party,S19AU235,08/24/2019 12:00:00 AM,08/25/2019 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,Design in Public,10000
05/24/2019 12:00:00 AM,Complete,Special Event,Commercial,,West Seattle Beer and Music Festival,S19AU324,08/23/2019 12:00:00 AM,08/24/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,Westside Productions,1940
06/10/2019 12:00:00 AM,Complete,Special Event,Community,,Bumbershoot Staging and Production [Street Use],S19AU355,08/23/2019 12:00:00 AM,09/05/2019 12:00:00 AM,,Queen Anne,7,West,"AEG Presents NW, LLC",600
08/08/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Swedish Informational Picket,S19AU433,08/22/2019 12:00:00 AM,08/22/2019 12:00:00 AM,Boyston Place,First Hill,7,West,SEIU Healthcare 1199NW,1280
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.21),S19AU206,08/21/2019 12:00:00 AM,08/21/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
08/01/2019 12:00:00 AM,Complete,Special Event,Commercial,,Go for Gold Chairmen,S19AU423,08/21/2019 12:00:00 AM,08/21/2019 12:00:00 AM,,Belltown,7,West,Orbit,
08/09/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Art Museum Kaplan,S19AU435,08/21/2019 12:00:00 AM,08/21/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Red Carpet Valet,30
06/10/2019 12:00:00 AM,Complete,Special Event,Community,,Doggie Days 2019,S19AU354,08/20/2019 12:00:00 AM,08/20/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Amazon,600
07/02/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Brotherton Cadillac - Celebrity Steak-out,S19AU387,08/20/2019 12:00:00 AM,08/20/2019 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,120
02/15/2019 12:00:00 AM,Complete,Special Event,Community,,Greaseball,S19AU157,08/18/2019 12:00:00 AM,08/18/2019 12:00:00 AM,,Georgetown,2,South,Slim's Last Chance,620
06/13/2019 12:00:00 AM,Cancelled,Special Event,Community,,The Scratch Community Block Party,S19AU358,08/18/2019 12:00:00 AM,08/18/2019 12:00:00 AM,,Central Area / Squire Park,3,East,The Scratch Syndicate,175
05/09/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,Emerald City Open Water Swim,S19AU307,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,Seward Park,Seward Park,2,South,City of Seattle Aquatics- Medgar Evers Pool,212
05/31/2019 12:00:00 AM,Complete,Special Event,Community,,Belltown Block Party,S19AU280,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Downtown,7,West,Belltown Block Party,1140
03/26/2019 12:00:00 AM,Complete,Special Event,Community,,Big Day of Play,S19AU223,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Columbia City,2,South,Seattle Parks and Recreation,2500
08/05/2019 12:00:00 AM,Complete,Special Event,Community,,East Precinct Picnic,S19AU425,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Capitol Hill,3,East,Seattle Police Department,230
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Aloha Night Market,S19AU266,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,15000
07/17/2019 12:00:00 AM,Complete,Special Event,Community,,TMBC Community BBQ,S19AU408,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,Flo Ware Park,Madrona / Leschi,3,East,Tabernacle Missionary Baptist Church,295
03/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,The Lagunitas Beer Circus,S19AU230,08/17/2019 12:00:00 AM,08/17/2019 12:00:00 AM,,Ballard,6,North,Lagunitas Brewing Company,900
07/02/2019 12:00:00 AM,Complete,Special Event,Commercial,,Glowchella 2019,S19AU385,08/16/2019 12:00:00 AM,08/16/2019 12:00:00 AM,Gas Works Park,Fremont,4,North,Facebook Seattle,4600
05/07/2019 12:00:00 AM,Complete,Special Event,Commercial,,"Sunset Supper: Food, Wine and Beer Exhibition at Pike Place Market",S19AU303,08/16/2019 12:00:00 AM,08/16/2019 12:00:00 AM,,Downtown,7,West,Pike Place Market Foundation,1600
01/07/2019 12:00:00 AM,Complete,Special Event,Mixed Free Speech,,Seattle Hempfest 2019,S19AU066,08/16/2019 12:00:00 AM,08/18/2019 12:00:00 AM,Myrtle Edwards Park,Belltown,7,"Operations, West",Seattle Events,93900
08/09/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Love All Animals,S19AU436,08/15/2019 12:00:00 AM,08/15/2019 12:00:00 AM,,Downtown,7,West,PETA,3
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.14),S19AU205,08/14/2019 12:00:00 AM,08/14/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
04/18/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Dog Days of Summer 5K,S19AU274,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc.",480
02/08/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Lake Union 10K,S19AU144,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,,"Cascade / Eastlake / South Lake Union, Fremont, Montlake / Portage Bay, Queen Anne, Wallingford","3, 4, 6, 7","East, North, West",Run for Good Racing Co. / 5Focus,1910
08/05/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Raising our Voices in Grief and (Peaceful) Protest,S19AU424,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,,Downtown,7,West,Kol HaNeshamah,65
04/01/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Car Show,S19AU231,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,882
06/25/2019 12:00:00 AM,Complete,Special Event,Community,,Othello International Festival,S19AU376,08/11/2019 12:00:00 AM,08/11/2019 12:00:00 AM,Othello Park,Columbia City,2,South,Othello Park Alliance,2020
05/14/2019 12:00:00 AM,Cancelled,Special Event,Free Speech,,Duran Duran Appreciation Day (DDAD) Celebration,S19AU314,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,"Durandy Productions, LLC",50
07/11/2019 12:00:00 AM,Complete,Special Event,Community,,Live in D5,S19AU397,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,Hubbard Homestead,Northgate / Maple Leaf,5,North,Seattle City Councilmember Debora Juarez,310
11/02/2018 12:00:00 AM,Cancelled,Special Event,Community,,SODO Flea (8.10),S19AU029,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
07/11/2019 12:00:00 AM,Complete,Special Event,Community,,Soufend Art Show,S19AU399,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,Columbia City,2,South,Solomon Dubie,240
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.10),S19AU106,08/10/2019 12:00:00 AM,08/10/2019 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,West,Sounders FC,500
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Block Party,S19AU308,08/09/2019 12:00:00 AM,08/09/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Vulcan Inc.,3000
03/08/2019 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Obliteride,S19AU187,08/09/2019 12:00:00 AM,08/10/2019 12:00:00 AM,Gas Works Park,"Fremont, University District",4,North,Fred Hutchinson Cancer Ceter,6300
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,Imminent Mode: Fast Forward,S19AU309,08/08/2019 12:00:00 AM,08/08/2019 12:00:00 AM,,Capitol Hill,3,East,Vermillion Art Gallery & Bar/Imminent Mode,160
05/10/2019 12:00:00 AM,Complete,Special Event,Commercial,,Food Truck Taste Off,S19AU313,08/08/2019 12:00:00 AM,08/08/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Solid Ground,530
07/02/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Miller Nash Graham & Dunn,S19AU386,08/08/2019 12:00:00 AM,08/08/2019 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,125
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Occidental (8.7),S19AU204,08/07/2019 12:00:00 AM,08/07/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Metropolitan Improvement District,410
04/05/2019 12:00:00 AM,Complete,Special Event,Community,,Tunes and Brews,S19AU262,08/06/2019 12:00:00 AM,09/24/2019 12:00:00 AM,Freeway Park,First Hill,7,West,Seattle Parks and Recreation,317
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (8.4),S19AU105,08/04/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,West,Sounders FC,500
06/04/2019 12:00:00 AM,Complete,Special Event,Community,,Chinatown-International District Block Party,S19AU337,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,International District,2,West,API Food Fight Club / CID Block Party,360
04/30/2019 12:00:00 AM,Complete,Special Event,Community,,Lake City Summer Festival,S19AU292,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,Lake City Pioneer Days Parade Association,5400
04/30/2019 12:00:00 AM,Complete,Special Event,Community,,Lake City Summer Parade,S19AU293,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Lake City / Olympic Hills / Victory Heights,5,North,Lake City Pioneer Days Parade Association,8400
01/30/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest Seafair Parade and Kid's Parade,S19AU131,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,4824
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Substation Block Party,S19AU198,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Greenwood / Phinney Ridge,6,North,Substation,155
04/22/2019 12:00:00 AM,Complete,Special Event,Community,,The Greatest Party Known To Humankind (GPK),S19AU281,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Georgetown,2,South,GPK,4050
05/09/2019 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Parade March,S19AU305,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,,Judkins Park,3,East,Umoja Fest,
03/04/2019 12:00:00 AM,Complete,Special Event,Commercial,,Recess,S19AU178,08/03/2019 12:00:00 AM,08/03/2019 12:00:00 AM,Cal Anderson Park,Capitol Hill,3,East,Center Stage Entertainment Marketing,1040
06/06/2019 12:00:00 AM,Cancelled,Special Event,Commercial,,Amazon Treasure Truck Pup Fest,S19AU343,08/03/2019 12:00:00 AM,08/04/2019 12:00:00 AM,Denny Park,Cascade / Eastlake / South Lake Union,7,West,Amazon Treasure Truck c/o Allied Global Marketing,2000
01/30/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Summerfest,S19AU130,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,7118
05/07/2019 12:00:00 AM,Complete,Special Event,Community,,Umoja Fest Africatown Heritage Festival Rally,S19AU304,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,,"Judkins Park, Mt. Baker / North Rainier, North Beacon Hill / Jefferson Park",3,East,Umoja Fest,8575
12/19/2018 12:00:00 AM,Complete,Special Event,Citywide,,Seafair Weekend Festival,S19AU054,08/02/2019 12:00:00 AM,08/04/2019 12:00:00 AM,Genessee Park,Columbia City,2,South,Seafair,181750
07/19/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Seattle Art Fair,S19AU406,08/01/2019 12:00:00 AM,08/01/2019 12:00:00 AM,,Duwamish / SODO,2,West,Red Carpet Valet,100
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Westlake (7.31),S19JY203,07/31/2019 12:00:00 AM,07/31/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Metropolitan Improvement District,410
04/12/2019 12:00:00 AM,Cancelled,Special Event,Community,,Kick off to Summer Benefiting Magnolia Beautification,S19JU270,07/31/2019 12:00:00 AM,07/31/2019 12:00:00 AM,,Queen Anne,7,West,Magnolia Chamber,258
06/28/2019 12:00:00 AM,Complete,Special Event,Free Speech,,St Gebreal Ethiopian Orthodox Church annual Celebration,S19JY380,07/28/2019 12:00:00 AM,07/28/2019 12:00:00 AM,,Madrona / Leschi,3,East,St Gebreal Ethiopian Orthodox Church,1000
04/29/2019 12:00:00 AM,Complete,Special Event,Community,,Pista sa Nayon,S19JY290,07/28/2019 12:00:00 AM,07/28/2019 12:00:00 AM,Seward Park,Seward Park,2,South,Pista sa Nayon,8150
05/17/2019 12:00:00 AM,Cancelled,Special Event,Athletic,Water,Dieter Hotz Memorial Regatta,S19JY317,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,South Park,1,Southwest,Duwamish Rowing Club,165
01/31/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seafair Torchlight Run,S19JY137,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,Downtown,7,West,Seafair,18100
04/29/2019 12:00:00 AM,Complete,Special Event,Community,,Othello Block Party,S19JY289,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,Columbia City,2,South,Othello Block Party,550
05/31/2019 12:00:00 AM,Complete,Special Event,Community,,South End Heritage Festival,S19JY332,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,Columbia City,2,South,Community Arts Create,900
04/26/2019 12:00:00 AM,Complete,Special Event,Commercial,,Corson Building Wedding (7.27),S19JY288,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,,Georgetown,2,South,The Corson Building,100
06/20/2019 12:00:00 AM,Complete,Special Event,Commercial,,Sesame Street 50th Anniversary Road Trip,S19JY372,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,Lincoln Park,Fauntleroy / Seaview,1,Southwest,"Global Experience Specialists, Inc. + Sesame Workshop",5065
12/19/2018 12:00:00 AM,Complete,Special Event,Citywide,,Alaska Airlines Seafair Torchlight Parade,S19JY053,07/27/2019 12:00:00 AM,07/27/2019 12:00:00 AM,Westlake Park,"Belltown, Downtown",7,"Operations, Traffic, West",Seafair,151100
12/27/2018 12:00:00 AM,Complete,Special Event,Community,,Alki Art Fair,S19JY062,07/27/2019 12:00:00 AM,07/28/2019 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Alki Art Fair,9100
03/18/2019 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Seattle Night Ride,S19JY214,07/26/2019 12:00:00 AM,07/26/2019 12:00:00 AM,Lake Union Park,"Ballard, Fremont, Interbay, Queen Anne","6, 7","North, West",Cascade Bicycle Club,520
04/25/2019 12:00:00 AM,Complete,Special Event,Commercial,,Bathtub Gin & Co 10 Yr Anniversary,S19JY285,07/25/2019 12:00:00 AM,07/25/2019 12:00:00 AM,,Belltown,7,West,Bathtub Gin & Co.,
03/07/2019 12:00:00 AM,Complete,Special Event,Community,,Greenwood Seafair Parade,S19JY196,07/24/2019 12:00:00 AM,07/24/2019 12:00:00 AM,,Greenwood / Phinney Ridge,6,"North, Traffic",Greenwood Seafair Parade,3530
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Westlake (7.24),S19JY202,07/24/2019 12:00:00 AM,07/24/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Metropolitan Improvement District,410
02/13/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seafair Triathlon,S19JY153,07/21/2019 12:00:00 AM,07/21/2019 12:00:00 AM,Seward Park,"Columbia City, Madison Park, Madrona / Leschi, Mt. Baker / North Rainier, Seward Park","2, 3","Harbor, South, Traffic",Fizz Events,1300
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,Chinatown Seafair Parade,S19JY251,07/21/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,International District,2,West,The Greater Seattle Chinese Chamber of Commerce,9300
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.21),S19JY104,07/21/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,West,Sounders FC,500
01/18/2019 12:00:00 AM,Complete,Special Event,Commercial,,Fuel Beer Garden (7.21),S19JY119,07/21/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,Pioneer Square,7,West,Fuel Sports Eats and Beats,400
04/18/2019 12:00:00 AM,Complete,Special Event,Commercial,,St. James Cathedral Parish Picnic,S19JY275,07/21/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,First Hill,3,East,St. James Cathedral,520
01/31/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Float Dodger 5K,S19JY135,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,Run for Good Racing and West Seattle Runner,570
04/04/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Refuse To Abuse 5k at T-Mobile Park,S19JY236,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,Duwamish / SODO,2,West,Washington State Coalition Against Domestic Violence,2000
06/21/2019 12:00:00 AM,Complete,Special Event,Community,,Denny Substation Community Celebration,S19JY373,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Seattle City Light,520
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union European Night Market,S19JY265,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,15000
03/15/2019 12:00:00 AM,Complete,Special Event,Community,,West Seattle Grand Parade,S19JY226,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,1,Southwest,Rotary Foundation of West Seattle,2525
03/15/2019 12:00:00 AM,Cancelled,Special Event,Commercial,,Ballard Martial Arts Street Fair,S19JY212,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,Ballard,6,North,Muaythai Iyarin,210
05/03/2019 12:00:00 AM,Complete,Special Event,Commercial,,Ragin Viet Cajun,S19JY301,07/20/2019 12:00:00 AM,07/20/2019 12:00:00 AM,,Judkins Park,3,West,Friends of Little Saigon,730
03/12/2019 12:00:00 AM,Complete,Special Event,Athletic,Other,Mission Impawsible,S19JY197,07/20/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,Downtown,7,West,Seattle Humane,240
04/18/2019 12:00:00 AM,Complete,Special Event,Community,,Bon Odori Festival,S19JY276,07/20/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,Judkins Park,3,East,Seattle Buddhist Church,4000
02/21/2019 12:00:00 AM,Complete,Special Event,Community,,Natsu Matsuri Outdoor Summer Festival @ Uwajimaya Seattle,S19JY166,07/20/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,International District,7,West,Uwajimaya Grocery Co.,1240
03/20/2019 12:00:00 AM,Complete,Special Event,Community,,Renegade Craft Fair,S19JY215,07/20/2019 12:00:00 AM,07/21/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Renegade Craft,4320
07/03/2019 12:00:00 AM,Cancelled,Valet Parking,,,Four Park Avenue - MOHAI REI,S19JY389,07/19/2019 12:00:00 AM,07/19/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Four Park Avenue,45
10/09/2018 12:00:00 AM,Complete,Special Event,Commercial,,Capitol Hill Block Party,S19JY002,07/19/2019 12:00:00 AM,07/21/2019 12:00:00 AM,,Capitol Hill,7,"East, Operations",Independent Event Solutions,27900
05/16/2019 12:00:00 AM,Complete,Special Event,Commercial,,Seafair Indian Days Powwow,S19JY316,07/19/2019 12:00:00 AM,07/21/2019 12:00:00 AM,Discovery Park,Magnolia,7,West,United Indians of All Tribes Foundation,6500
04/29/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,Muckleshoot Canoe Hosting,S19JY291,07/18/2019 12:00:00 AM,07/19/2019 12:00:00 AM,Alki Beach,Alki / Admiral,1,Southwest,Muckleshoot Indian Tribe,980
03/13/2019 12:00:00 AM,Complete,Special Event,Community,,Happy Hour in the Park - Westlake (7.17),S19JY201,07/17/2019 12:00:00 AM,07/17/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Metropolitan Improvement District,410
04/30/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.17),S19JY296,07/17/2019 12:00:00 AM,07/17/2019 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,West,Sounders FC,500
03/28/2019 12:00:00 AM,Complete,Special Event,Community,,Bite of Seattle [Street Use],S19JY229,07/15/2019 12:00:00 AM,07/22/2019 12:00:00 AM,,Queen Anne,7,West,Festivals Inc,100000
04/09/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,SummeRun & Walk,S19JY249,07/14/2019 12:00:00 AM,07/14/2019 12:00:00 AM,,"Capitol Hill, First Hill",3,East,Swedish Medical Center Foundation,2850
04/05/2019 12:00:00 AM,Complete,Special Event,Community,,Cafe Campagne's Bastille Day Celebration,S19JY242,07/14/2019 12:00:00 AM,07/14/2019 12:00:00 AM,,Downtown,7,West,Cafe Campagne,300
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (7.14),S19JY103,07/14/2019 12:00:00 AM,07/14/2019 12:00:00 AM,,"Duwamish / SODO, Pioneer Square",7,West,Sounders FC,500
